规范	定义类	定义名	成员类	成员名	候选BCD路径	状态	Chrome	Firefox	Safari
IndexedDB	interface	IDBTransaction	operation	commit	api.IDBTransaction.commit	直接命中	1	1	1
IndexedDB	interface	IDBTransaction	operation	abort	api.IDBTransaction.abort	直接命中	1	1	1
IndexedDB	interface	IDBTransaction	attribute	onabort	api.IDBTransaction.onabort	BCD无同名路径			
IndexedDB	interface	IDBTransaction	attribute	oncomplete	api.IDBTransaction.oncomplete	BCD无同名路径			
IndexedDB	interface	IDBTransaction	attribute	onerror	api.IDBTransaction.onerror	BCD无同名路径			
IndexedDB	enum	IDBTransactionMode				非直接接口定义			
KHR_parallel_shader_compile	interface	KHR_parallel_shader_compile	const	COMPLETION_STATUS_KHR	api.KHR_parallel_shader_compile.COMPLETION_STATUS_KHR	BCD无同名路径			
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	enableiOES	api.OES_draw_buffers_indexed.enableiOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	disableiOES	api.OES_draw_buffers_indexed.disableiOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	blendEquationiOES	api.OES_draw_buffers_indexed.blendEquationiOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	blendEquationSeparateiOES	api.OES_draw_buffers_indexed.blendEquationSeparateiOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	blendFunciOES	api.OES_draw_buffers_indexed.blendFunciOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	blendFuncSeparateiOES	api.OES_draw_buffers_indexed.blendFuncSeparateiOES	直接命中	1	1	1
OES_draw_buffers_indexed	interface	OES_draw_buffers_indexed	operation	colorMaskiOES	api.OES_draw_buffers_indexed.colorMaskiOES	直接命中	1	1	1
OES_element_index_uint	interface	OES_element_index_uint			api.OES_element_index_uint	直接命中	1	1	1
OES_fbo_render_mipmap	interface	OES_fbo_render_mipmap			api.OES_fbo_render_mipmap	直接命中	1	1	1
OES_standard_derivatives	interface	OES_standard_derivatives	const	FRAGMENT_SHADER_DERIVATIVE_HINT_OES	api.OES_standard_derivatives.FRAGMENT_SHADER_DERIVATIVE_HINT_OES	BCD无同名路径			
OES_texture_float	interface	OES_texture_float			api.OES_texture_float	直接命中	1	1	1
OES_texture_float_linear	interface	OES_texture_float_linear			api.OES_texture_float_linear	直接命中	1	1	1
OES_texture_half_float	interface	OES_texture_half_float	const	HALF_FLOAT_OES	api.OES_texture_half_float.HALF_FLOAT_OES	BCD无同名路径			
OES_texture_half_float_linear	interface	OES_texture_half_float_linear			api.OES_texture_half_float_linear	直接命中	1	1	1
OES_vertex_array_object	interface	WebGLVertexArrayObjectOES			api.WebGLVertexArrayObjectOES	直接命中	1	1	1
OES_vertex_array_object	interface	OES_vertex_array_object	const	VERTEX_ARRAY_BINDING_OES	api.OES_vertex_array_object.VERTEX_ARRAY_BINDING_OES	BCD无同名路径			
OES_vertex_array_object	interface	OES_vertex_array_object	operation	createVertexArrayOES	api.OES_vertex_array_object.createVertexArrayOES	直接命中	1	1	1
OES_vertex_array_object	interface	OES_vertex_array_object	operation	deleteVertexArrayOES	api.OES_vertex_array_object.deleteVertexArrayOES	直接命中	1	1	1
OES_vertex_array_object	interface	OES_vertex_array_object	operation	isVertexArrayOES	api.OES_vertex_array_object.isVertexArrayOES	直接命中	1	1	1
OES_vertex_array_object	interface	OES_vertex_array_object	operation	bindVertexArrayOES	api.OES_vertex_array_object.bindVertexArrayOES	直接命中	1	1	1
OVR_multiview2	interface	OVR_multiview2	const	FRAMEBUFFER_ATTACHMENT_TEXTURE_NUM_VIEWS_OVR	api.OVR_multiview2.FRAMEBUFFER_ATTACHMENT_TEXTURE_NUM_VIEWS_OVR	BCD无同名路径			
OVR_multiview2	interface	OVR_multiview2	const	FRAMEBUFFER_ATTACHMENT_TEXTURE_BASE_VIEW_INDEX_OVR	api.OVR_multiview2.FRAMEBUFFER_ATTACHMENT_TEXTURE_BASE_VIEW_INDEX_OVR	BCD无同名路径			
OVR_multiview2	interface	OVR_multiview2	const	MAX_VIEWS_OVR	api.OVR_multiview2.MAX_VIEWS_OVR	BCD无同名路径			
OVR_multiview2	interface	OVR_multiview2	const	FRAMEBUFFER_INCOMPLETE_VIEW_TARGETS_OVR	api.OVR_multiview2.FRAMEBUFFER_INCOMPLETE_VIEW_TARGETS_OVR	BCD无同名路径			
OVR_multiview2	interface	OVR_multiview2	operation	framebufferTextureMultiviewOVR	api.OVR_multiview2.framebufferTextureMultiviewOVR	直接命中	1	1	0
SVG	interface	SVGElement	attribute	className	api.SVGElement.className	直接命中	1	1	1
SVG	interface	SVGElement	attribute	ownerSVGElement	api.SVGElement.ownerSVGElement	直接命中	1	1	1
SVG	interface	SVGElement	attribute	viewportElement	api.SVGElement.viewportElement	直接命中	1	1	1
SVG	includes	SVGElement		GlobalEventHandlers		包含关系待展开			
SVG	includes	SVGElement		HTMLOrSVGOrMathMLElement		包含关系待展开			
SVG	dictionary	SVGBoundingBoxOptions	field	fill		非直接接口定义			
SVG	dictionary	SVGBoundingBoxOptions	field	stroke		非直接接口定义			
SVG	dictionary	SVGBoundingBoxOptions	field	markers		非直接接口定义			
SVG	dictionary	SVGBoundingBoxOptions	field	clipped		非直接接口定义			
SVG	interface	SVGGraphicsElement	attribute	transform	api.SVGGraphicsElement.transform	直接命中	1	1	1
SVG	interface	SVGGraphicsElement	operation	getBBox	api.SVGGraphicsElement.getBBox	直接命中	1	1	1
SVG	interface	SVGGraphicsElement	operation	getCTM	api.SVGGraphicsElement.getCTM	直接命中	1	1	1
SVG	interface	SVGGraphicsElement	operation	getScreenCTM	api.SVGGraphicsElement.getScreenCTM	直接命中	1	1	1
SVG	includes	SVGGraphicsElement		SVGTests		包含关系待展开			
SVG	interface	SVGGeometryElement	attribute	pathLength	api.SVGGeometryElement.pathLength	直接命中	1	1	1
SVG	interface	SVGGeometryElement	operation	isPointInFill	api.SVGGeometryElement.isPointInFill	直接命中	1	1	1
SVG	interface	SVGGeometryElement	operation	isPointInStroke	api.SVGGeometryElement.isPointInStroke	直接命中	1	1	1
SVG	interface	SVGGeometryElement	operation	getTotalLength	api.SVGGeometryElement.getTotalLength	直接命中	1	1	1
SVG	interface	SVGGeometryElement	operation	getPointAtLength	api.SVGGeometryElement.getPointAtLength	直接命中	1	1	1
SVG	interface	SVGNumber	attribute	value	api.SVGNumber.value	直接命中	1	1	1
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_UNKNOWN	api.SVGLength.SVG_LENGTHTYPE_UNKNOWN	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_NUMBER	api.SVGLength.SVG_LENGTHTYPE_NUMBER	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_PERCENTAGE	api.SVGLength.SVG_LENGTHTYPE_PERCENTAGE	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_EMS	api.SVGLength.SVG_LENGTHTYPE_EMS	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_EXS	api.SVGLength.SVG_LENGTHTYPE_EXS	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_PX	api.SVGLength.SVG_LENGTHTYPE_PX	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_CM	api.SVGLength.SVG_LENGTHTYPE_CM	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_MM	api.SVGLength.SVG_LENGTHTYPE_MM	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_IN	api.SVGLength.SVG_LENGTHTYPE_IN	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_PT	api.SVGLength.SVG_LENGTHTYPE_PT	BCD无同名路径			
SVG	interface	SVGLength	const	SVG_LENGTHTYPE_PC	api.SVGLength.SVG_LENGTHTYPE_PC	BCD无同名路径			
SVG	interface	SVGLength	attribute	unitType	api.SVGLength.unitType	直接命中	1	1	1
SVG	interface	SVGLength	attribute	value	api.SVGLength.value	直接命中	1	1	1
SVG	interface	SVGLength	attribute	valueInSpecifiedUnits	api.SVGLength.valueInSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGLength	attribute	valueAsString	api.SVGLength.valueAsString	直接命中	1	1	1
SVG	interface	SVGLength	operation	newValueSpecifiedUnits	api.SVGLength.newValueSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGLength	operation	convertToSpecifiedUnits	api.SVGLength.convertToSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGAngle	const	SVG_ANGLETYPE_UNKNOWN	api.SVGAngle.SVG_ANGLETYPE_UNKNOWN	BCD无同名路径			
SVG	interface	SVGAngle	const	SVG_ANGLETYPE_UNSPECIFIED	api.SVGAngle.SVG_ANGLETYPE_UNSPECIFIED	BCD无同名路径			
SVG	interface	SVGAngle	const	SVG_ANGLETYPE_DEG	api.SVGAngle.SVG_ANGLETYPE_DEG	BCD无同名路径			
SVG	interface	SVGAngle	const	SVG_ANGLETYPE_RAD	api.SVGAngle.SVG_ANGLETYPE_RAD	BCD无同名路径			
SVG	interface	SVGAngle	const	SVG_ANGLETYPE_GRAD	api.SVGAngle.SVG_ANGLETYPE_GRAD	BCD无同名路径			
SVG	interface	SVGAngle	attribute	unitType	api.SVGAngle.unitType	直接命中	1	1	1
SVG	interface	SVGAngle	attribute	value	api.SVGAngle.value	直接命中	1	1	1
SVG	interface	SVGAngle	attribute	valueInSpecifiedUnits	api.SVGAngle.valueInSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGAngle	attribute	valueAsString	api.SVGAngle.valueAsString	直接命中	1	1	1
SVG	interface	SVGAngle	operation	newValueSpecifiedUnits	api.SVGAngle.newValueSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGAngle	operation	convertToSpecifiedUnits	api.SVGAngle.convertToSpecifiedUnits	直接命中	1	1	1
SVG	interface	SVGNumberList	attribute	length	api.SVGNumberList.length	直接命中	1	1	1
SVG	interface	SVGNumberList	attribute	numberOfItems	api.SVGNumberList.numberOfItems	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	clear	api.SVGNumberList.clear	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	initialize	api.SVGNumberList.initialize	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	getItem	api.SVGNumberList.getItem	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	insertItemBefore	api.SVGNumberList.insertItemBefore	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	replaceItem	api.SVGNumberList.replaceItem	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	removeItem	api.SVGNumberList.removeItem	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	appendItem	api.SVGNumberList.appendItem	直接命中	1	1	1
SVG	interface	SVGNumberList	operation	@匿名	api.SVGNumberList.@匿名	BCD无同名路径			
SVG	interface	SVGLengthList	attribute	length	api.SVGLengthList.length	直接命中	1	1	1
SVG	interface	SVGLengthList	attribute	numberOfItems	api.SVGLengthList.numberOfItems	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	clear	api.SVGLengthList.clear	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	initialize	api.SVGLengthList.initialize	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	getItem	api.SVGLengthList.getItem	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	insertItemBefore	api.SVGLengthList.insertItemBefore	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	replaceItem	api.SVGLengthList.replaceItem	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	removeItem	api.SVGLengthList.removeItem	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	appendItem	api.SVGLengthList.appendItem	直接命中	1	1	1
SVG	interface	SVGLengthList	operation	@匿名	api.SVGLengthList.@匿名	BCD无同名路径			
SVG	interface	SVGStringList	attribute	length	api.SVGStringList.length	直接命中	1	1	1
SVG	interface	SVGStringList	attribute	numberOfItems	api.SVGStringList.numberOfItems	直接命中	1	1	1
SVG	interface	SVGStringList	operation	clear	api.SVGStringList.clear	直接命中	1	1	1
SVG	interface	SVGStringList	operation	initialize	api.SVGStringList.initialize	直接命中	1	1	1
SVG	interface	SVGStringList	operation	getItem	api.SVGStringList.getItem	直接命中	1	1	1
SVG	interface	SVGStringList	operation	insertItemBefore	api.SVGStringList.insertItemBefore	直接命中	1	1	1
SVG	interface	SVGStringList	operation	replaceItem	api.SVGStringList.replaceItem	直接命中	1	1	1
SVG	interface	SVGStringList	operation	removeItem	api.SVGStringList.removeItem	直接命中	1	1	1
SVG	interface	SVGStringList	operation	appendItem	api.SVGStringList.appendItem	直接命中	1	1	1
SVG	interface	SVGStringList	operation	@匿名	api.SVGStringList.@匿名	BCD无同名路径			
SVG	interface	SVGAnimatedBoolean	attribute	baseVal	api.SVGAnimatedBoolean.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedBoolean	attribute	animVal	api.SVGAnimatedBoolean.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedEnumeration	attribute	baseVal	api.SVGAnimatedEnumeration.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedEnumeration	attribute	animVal	api.SVGAnimatedEnumeration.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedInteger	attribute	baseVal	api.SVGAnimatedInteger.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedInteger	attribute	animVal	api.SVGAnimatedInteger.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedNumber	attribute	baseVal	api.SVGAnimatedNumber.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedNumber	attribute	animVal	api.SVGAnimatedNumber.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedLength	attribute	baseVal	api.SVGAnimatedLength.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedLength	attribute	animVal	api.SVGAnimatedLength.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedAngle	attribute	baseVal	api.SVGAnimatedAngle.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedAngle	attribute	animVal	api.SVGAnimatedAngle.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedString	attribute	baseVal	api.SVGAnimatedString.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedString	attribute	animVal	api.SVGAnimatedString.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedRect	attribute	baseVal	api.SVGAnimatedRect.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedRect	attribute	animVal	api.SVGAnimatedRect.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedNumberList	attribute	baseVal	api.SVGAnimatedNumberList.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedNumberList	attribute	animVal	api.SVGAnimatedNumberList.animVal	直接命中	1	1	1
SVG	interface	SVGAnimatedLengthList	attribute	baseVal	api.SVGAnimatedLengthList.baseVal	直接命中	1	1	1
SVG	interface	SVGAnimatedLengthList	attribute	animVal	api.SVGAnimatedLengthList.animVal	直接命中	1	1	1
SVG	interface	SVGUnitTypes	const	SVG_UNIT_TYPE_UNKNOWN	api.SVGUnitTypes.SVG_UNIT_TYPE_UNKNOWN	BCD无同名路径			
SVG	interface	SVGUnitTypes	const	SVG_UNIT_TYPE_USERSPACEONUSE	api.SVGUnitTypes.SVG_UNIT_TYPE_USERSPACEONUSE	BCD无同名路径			
SVG	interface	SVGUnitTypes	const	SVG_UNIT_TYPE_OBJECTBOUNDINGBOX	api.SVGUnitTypes.SVG_UNIT_TYPE_OBJECTBOUNDINGBOX	BCD无同名路径			
SVG	interface mixin	SVGTests	attribute	requiredExtensions		mixin待展开			
SVG	interface mixin	SVGTests	attribute	systemLanguage		mixin待展开			
SVG	interface mixin	SVGFitToViewBox	attribute	viewBox		mixin待展开			
SVG	interface mixin	SVGFitToViewBox	attribute	preserveAspectRatio		mixin待展开			
SVG	interface mixin	SVGURIReference	attribute	href		mixin待展开			
SVG	interface	Document	attribute	rootElement	api.Document.rootElement	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	x	api.SVGSVGElement.x	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	y	api.SVGSVGElement.y	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	width	api.SVGSVGElement.width	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	height	api.SVGSVGElement.height	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	currentScale	api.SVGSVGElement.currentScale	直接命中	1	1	1
SVG	interface	SVGSVGElement	attribute	currentTranslate	api.SVGSVGElement.currentTranslate	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	getIntersectionList	api.SVGSVGElement.getIntersectionList	直接命中	1	0	1
SVG	interface	SVGSVGElement	operation	getEnclosureList	api.SVGSVGElement.getEnclosureList	直接命中	1	0	1
SVG	interface	SVGSVGElement	operation	checkIntersection	api.SVGSVGElement.checkIntersection	直接命中	1	0	1
SVG	interface	SVGSVGElement	operation	checkEnclosure	api.SVGSVGElement.checkEnclosure	直接命中	1	0	1
SVG	interface	SVGSVGElement	operation	deselectAll	api.SVGSVGElement.deselectAll	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGNumber	api.SVGSVGElement.createSVGNumber	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGLength	api.SVGSVGElement.createSVGLength	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGAngle	api.SVGSVGElement.createSVGAngle	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGPoint	api.SVGSVGElement.createSVGPoint	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGMatrix	api.SVGSVGElement.createSVGMatrix	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGRect	api.SVGSVGElement.createSVGRect	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGTransform	api.SVGSVGElement.createSVGTransform	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	createSVGTransformFromMatrix	api.SVGSVGElement.createSVGTransformFromMatrix	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	getElementById	api.SVGSVGElement.getElementById	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	suspendRedraw	api.SVGSVGElement.suspendRedraw	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	unsuspendRedraw	api.SVGSVGElement.unsuspendRedraw	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	unsuspendRedrawAll	api.SVGSVGElement.unsuspendRedrawAll	直接命中	1	1	1
SVG	interface	SVGSVGElement	operation	forceRedraw	api.SVGSVGElement.forceRedraw	直接命中	1	1	1
SVG	includes	SVGSVGElement		SVGFitToViewBox		包含关系待展开			
SVG	includes	SVGSVGElement		WindowEventHandlers		包含关系待展开			
SVG	interface	SVGGElement			api.SVGGElement	直接命中	1	1	1
SVG	interface	SVGDefsElement			api.SVGDefsElement	直接命中	1	1	1
SVG	interface	SVGDescElement			api.SVGDescElement	直接命中	1	1	1
SVG	interface	SVGMetadataElement			api.SVGMetadataElement	直接命中	1	1	1
SVG	interface	SVGTitleElement			api.SVGTitleElement	直接命中	1	1	1
SVG	interface	SVGSymbolElement			api.SVGSymbolElement	直接命中	1	1	1
SVG	includes	SVGSymbolElement		SVGFitToViewBox		包含关系待展开			
SVG	interface	SVGUseElement	attribute	x	api.SVGUseElement.x	直接命中	1	1	1
SVG	interface	SVGUseElement	attribute	y	api.SVGUseElement.y	直接命中	1	1	1
SVG	interface	SVGUseElement	attribute	width	api.SVGUseElement.width	直接命中	1	1	1
SVG	interface	SVGUseElement	attribute	height	api.SVGUseElement.height	直接命中	1	1	1
SVG	includes	SVGUseElement		SVGURIReference		包含关系待展开			
SVG	interface	SVGUseElementShadowRoot			api.SVGUseElementShadowRoot	BCD无同名路径			
SVG	interface	ShadowAnimation	constructor	constructor	api.ShadowAnimation.ShadowAnimation	BCD无同名路径			
SVG	interface	ShadowAnimation	attribute	sourceAnimation	api.ShadowAnimation.sourceAnimation	BCD无同名路径			
SVG	interface	SVGSwitchElement			api.SVGSwitchElement	直接命中	1	1	1
